id,failure
26570,0.20183422205838783
26571,0.18376665015314952
26572,0.19287238828299322
26573,0.1926025213670765
26574,0.3201709063474226
26575,0.1654374226480067
26576,0.16521827732891606
26577,0.23234303711604712
26578,0.1447011823126041
26579,0.17226057573876602
26580,0.154629214440688
26581,0.20302866788267313
26582,0.1983589546763997
26583,0.1854185411264
26584,0.22173178195494433
26585,0.1748849426397118
26586,0.18109166774851657
26587,0.17143812076713702
26588,0.2232663588197335
26589,0.18475335526525433
26590,0.19154366072167284
26591,0.23239885234537563
26592,0.22765024572857415
26593,0.19057025577219214
26594,0.17547683244710588
26595,0.23068208477813848
26596,0.2365434335227841
26597,0.18828848539791945
26598,0.2710025722432443
26599,0.20550314732218988
26600,0.19553936174536832
26601,0.22893071469729892
26602,0.30344072944251455
26603,0.20928698649861044
26604,0.1706421817657511
26605,0.16621829206393865
26606,0.148301804097051
26607,0.18976536191051632
26608,0.16089815281746855
26609,0.23185765901062438
26610,0.1792031035639018
26611,0.17119388350328021
26612,0.1358123334887925
26613,0.21000452365938851
26614,0.17686867422016675
26615,0.18427301243768515
26616,0.1985512804363711
26617,0.15682969166938138
26618,0.3680394900303053
26619,0.18155125798280758
26620,0.20183033037588322
26621,0.17183858603912958
26622,0.1931362827093945
26623,0.21084503331678692
26624,0.19288692523745143
26625,0.20537047695276428
26626,0.15571836332034866
26627,0.3288616755033636
26628,0.14845094901191472
26629,0.29865599227735923
26630,0.18911939944954181
26631,0.23343154247251827
26632,0.24083530195655767
26633,0.181326143669142
26634,0.22554213604902673
26635,0.24854186360647157
26636,0.3845120206821772
26637,0.21387815607141672
26638,0.2830277987190371
26639,0.1740181433025065
26640,0.2065016555985414
26641,0.21223586947873702
26642,0.24728691542573106
26643,0.23106885938362634
26644,0.1723705062837139
26645,0.1870666169239974
26646,0.2371296398923102
26647,0.23735871250272633
26648,0.18878860336174116
26649,0.21614072609432147
26650,0.2094097811487097
26651,0.19307633869720503
26652,0.23144613753873433
26653,0.20422407820321667
26654,0.26007420285339944
26655,0.23428339107932006
26656,0.1795911850816052
26657,0.21029861925864743
26658,0.23594618618049362
26659,0.1879884658137497
26660,0.21271177824644688
26661,0.1832025735574986
26662,0.1820537619369403
26663,0.2518552645153987
26664,0.1804536241822688
26665,0.1727629444479001
26666,0.1398247078009667
26667,0.20688516642562005
26668,0.22448970616067898
26669,0.1580913218451587
26670,0.1768126237847216
26671,0.1481576313180468
26672,0.19837041257580293
26673,0.19793846497097467
26674,0.15785968382278737
26675,0.19011631368911933
26676,0.15456391561907018
26677,0.30336813714902716
26678,0.1822204239697792
26679,0.21373811888828634
26680,0.1883128630382059
26681,0.3084669713934201
26682,0.17685314749185171
26683,0.28719922800677045
26684,0.26770304002645307
26685,0.1829658018798916
26686,0.20093273894244162
26687,0.23843893186720785
26688,0.245649630144772
26689,0.23311379988187728
26690,0.18087448345868795
26691,0.20262869918897297
26692,0.23829674322834246
26693,0.204571081967688
26694,0.18627080703783597
26695,0.2925551809961179
26696,0.22940584244768936
26697,0.18053661150841235
26698,0.24141128016186625
26699,0.14587213332821275
26700,0.18648130973227917
26701,0.19540365391173203
26702,0.24167325526732772
26703,0.1898574622692047
26704,0.19244975542587534
26705,0.23873062051216565
26706,0.2321111129302222
26707,0.21854864032585666
26708,0.21063600297082996
26709,0.15133355130291057
